year,month,rainfall_mm,temp_mean_C,temp_max_C,temp_min_C,humidity_pct,pressure_kPa,wind_speed_ms,month_name,date
1997,12,36.37,27.49774193548387,33.0958064516129,23.293225806451613,73.25870967741936,99.95645161290322,0.9103225806451613,December,1997-12-01
1998,1,49.9,28.09161290322581,35.092580645161284,23.094193548387096,67.87161290322581,99.84225806451613,0.99,January,1998-01-01
1998,2,50.28,29.805,36.58535714285714,24.73071428571429,67.65785714285714,99.93035714285715,1.2153571428571428,February,1998-02-01
1998,3,72.49,29.179354838709674,34.70903225806452,25.182258064516127,73.5516129032258,99.7641935483871,1.1848387096774193,March,1998-03-01
1998,4,140.22,28.321666666666665,32.92033333333333,25.107333333333333,81.223,99.78633333333333,1.219,April,1998-04-01
1998,5,142.81,27.016129032258064,30.95483870967742,24.146774193548385,86.20129032258063,99.99290322580644,1.1135483870967744,May,1998-05-01
1998,6,161.23,25.68166666666667,29.484666666666666,22.877666666666666,87.38266666666667,100.16733333333333,1.1413333333333333,June,1998-06-01
1998,7,57.93,24.787096774193547,29.32,21.647096774193546,83.3167741935484,100.18516129032257,1.5458064516129033,July,1998-07-01
1998,8,70.73,24.893225806451614,30.146129032258063,21.134516129032257,78.89096774193548,100.13451612903226,1.6119354838709676,August,1998-08-01
1998,9,90.44,25.691666666666666,31.11866666666667,22.02766666666667,78.525,100.06733333333334,1.4863333333333335,September,1998-09-01
1998,10,198.06,25.711612903225806,30.504516129032258,22.523870967741935,84.62548387096774,100.03193548387097,1.151290322580645,October,1998-10-01
1998,11,78.18,26.721666666666668,31.505333333333333,23.249666666666666,81.84733333333334,99.84233333333333,0.9179999999999999,November,1998-11-01
1998,12,20.13,27.308709677419355,32.72032258064516,23.28451612903226,74.71064516129033,99.8816129032258,0.8648387096774193,December,1998-12-01
1999,1,46.26,27.1858064516129,32.252258064516134,23.49774193548387,76.45129032258063,99.78806451612903,1.0341935483870968,January,1999-01-01
1999,2,40.67,27.478214285714284,33.13142857142857,23.26892857142857,71.35321428571429,99.80321428571429,1.0728571428571427,February,1999-02-01
1999,3,108.92,27.36258064516129,32.18677419354839,23.81935483870968,79.34903225806453,99.67903225806452,1.2358064516129033,March,1999-03-01
1999,4,176.83,26.801666666666666,31.051666666666666,23.657666666666668,82.416,99.847,1.0776666666666666,April,1999-04-01
1999,5,168.91,25.608709677419355,28.866451612903226,23.113225806451613,90.42548387096774,99.93290322580646,1.0116129032258063,May,1999-05-01
1999,6,227.73000000000002,25.115666666666666,28.253666666666668,22.763333333333332,90.64133333333332,100.02366666666667,1.0010000000000001,June,1999-06-01
1999,7,157.88,24.051290322580645,27.646129032258063,21.470645161290324,90.06645161290322,100.1758064516129,1.3229032258064515,July,1999-07-01
1999,8,116.25999999999999,23.791935483870965,27.828387096774193,20.759999999999998,87.97064516129032,100.1516129032258,1.383225806451613,August,1999-08-01
1999,9,105.64,24.075333333333333,28.237666666666666,21.176333333333332,88.282,100.02066666666666,1.3133333333333332,September,1999-09-01
1999,10,142.46,24.669677419354837,28.94,21.59161290322581,87.41516129032257,100.03516129032259,1.1135483870967742,October,1999-10-01
1999,11,47.85,26.063,30.733666666666668,22.461666666666666,81.62566666666666,99.90833333333333,0.9326666666666666,November,1999-11-01
1999,12,24.91,27.75225806451613,33.87451612903225,23.25,70.23290322580645,99.84354838709677,0.8861290322580645,December,1999-12-01
2000,1,63.9,27.36741935483871,33.02516129032258,23.312903225806455,74.27032258064517,99.74096774193549,1.0564516129032258,January,2000-01-01
2000,2,37.1,27.66344827586207,34.41620689655173,22.675172413793106,65.8696551724138,99.85689655172413,1.0644827586206898,February,2000-02-01
