year,month,rainfall_mm,temp_mean_C,temp_max_C,temp_min_C,humidity_pct,pressure_kPa,wind_speed_ms,month_name,date
2000,3,138.25,27.594838709677422,32.498064516129034,24.075806451612905,77.31483870967743,99.71032258064515,1.0670967741935484,March,2000-03-01
2000,4,103.28,26.441333333333333,30.33566666666667,23.537666666666667,86.30833333333334,99.743,1.149,April,2000-04-01
2000,5,158.19,25.991612903225807,29.48032258064516,23.40258064516129,88.78806451612903,99.91354838709678,1.0719354838709678,May,2000-05-01
2000,6,237.18,24.80233333333333,28.374000000000002,22.255666666666666,89.38366666666667,100.117,1.2109999999999999,June,2000-06-01
2000,7,152.45,23.675806451612903,27.57161290322581,20.78516129032258,88.96387096774194,100.11806451612902,1.315806451612903,July,2000-07-01
2000,8,93.43,23.780967741935484,28.07451612903226,20.77,87.6516129032258,100.18903225806451,1.308064516129032,August,2000-08-01
2000,9,89.42,24.480999999999998,29.096,21.353666666666665,85.494,100.04666666666667,1.3386666666666664,September,2000-09-01
2000,10,98.3,25.906774193548387,30.970645161290324,22.246451612903225,80.78483870967742,100.02580645161291,1.060967741935484,October,2000-10-01
2000,11,90.2,26.298333333333336,31.066,22.712,81.66366666666666,99.859,0.9663333333333334,November,2000-11-01
2000,12,18.87,27.13741935483871,32.68322580645161,22.973225806451612,73.4941935483871,99.94,0.9551612903225807,December,2000-12-01
2001,1,10.51,27.605806451612903,33.61,23.140645161290323,70.1241935483871,99.91064516129032,1.0790322580645162,January,2001-01-01
2001,2,45.839999999999996,27.983214285714286,34.40821428571429,23.287142857142857,68.35214285714287,99.7867857142857,1.1032142857142857,February,2001-02-01
2001,3,120.25,27.006774193548388,31.529032258064515,23.700967741935486,80.75419354838711,99.82645161290323,1.2516129032258063,March,2001-03-01
2001,4,126.55,26.64466666666667,30.709666666666667,23.679,84.833,99.839,1.1466666666666667,April,2001-04-01
2001,5,189.39000000000001,25.725806451612904,28.794193548387096,23.469354838709677,90.25161290322582,99.98806451612903,1.0290322580645161,May,2001-05-01
2001,6,295.61,24.592666666666666,27.840333333333334,22.217666666666666,90.889,100.148,1.2066666666666668,June,2001-06-01
2001,7,174.6,23.57193548387097,27.445483870967742,20.924516129032256,89.79483870967742,100.20645161290322,1.4854838709677418,July,2001-07-01
2001,8,65.92,23.396129032258063,27.59709677419355,20.42225806451613,88.53193548387097,100.3141935483871,1.479032258064516,August,2001-08-01
2001,9,112.0,23.936,28.398333333333333,20.737000000000002,86.47233333333334,100.115,1.293,September,2001-09-01
2001,10,118.92,25.870322580645162,30.831612903225807,22.259999999999998,82.91935483870968,100.0283870967742,1.0516129032258066,October,2001-10-01
2001,11,83.99,26.596333333333334,31.561666666666667,22.947,80.88266666666667,99.94800000000001,0.9843333333333334,November,2001-11-01
2001,12,17.65,27.78258064516129,33.39645161290323,23.44483870967742,73.82161290322581,99.85903225806452,0.9858064516129033,December,2001-12-01
2002,1,33.51,27.00258064516129,33.13,22.430967741935483,70.26225806451613,99.91645161290322,1.0029032258064516,January,2002-01-01
2002,2,35.34,28.565357142857145,34.855714285714285,24.021428571428572,69.82928571428572,99.86,1.3264285714285715,February,2002-02-01
2002,3,116.11,27.679032258064513,32.66483870967742,24.06677419354839,78.54612903225807,99.78387096774195,1.280967741935484,March,2002-03-01
2002,4,221.64,26.51833333333333,30.35033333333333,23.68933333333333,87.071,99.71433333333333,1.1493333333333333,April,2002-04-01
2002,5,225.67000000000002,26.0058064516129,29.223548387096773,23.499032258064517,90.77,99.95161290322581,1.0270967741935484,May,2002-05-01
2002,6,173.32,24.853666666666665,27.907666666666668,22.537333333333333,91.025,100.18666666666667,1.113,June,2002-06-01
2002,7,146.4,24.4,27.931935483870966,21.98677419354839,90.36193548387097,100.24451612903225,1.3861290322580644,July,2002-07-01
2002,8,161.24,23.645806451612902,27.401290322580646,20.844516129032257,89.78064516129032,100.19548387096773,1.3606451612903225,August,2002-08-01
2002,9,73.8,24.344333333333335,28.755999999999997,21.213,87.44333333333334,100.14933333333333,1.301,September,2002-09-01
2002,10,163.06,25.22290322580645,29.293870967741935,22.260645161290324,88.10774193548387,99.99612903225807,1.017741935483871,October,2002-10-01
2002,11,84.86,26.05666666666667,30.503333333333334,22.663,84.79366666666667,99.98966666666666,0.8733333333333333,November,2002-11-01
2002,12,19.66,26.736451612903227,32.44258064516129,22.30548387096774,72.51709677419356,100.0141935483871,0.9570967741935484,December,2002-12-01
2003,1,26.66,27.66741935483871,33.42580645161291,23.238064516129032,70.23387096774194,99.99,1.0499999999999998,January,2003-01-01
2003,2,74.48,28.027142857142856,33.308214285714286,24.15964285714286,75.85464285714285,99.82785714285714,1.2057142857142857,February,2003-02-01
2003,3,112.84,27.59193548387097,32.10709677419355,24.323225806451614,80.0858064516129,99.78516129032259,1.011290322580645,March,2003-03-01
2003,4,105.09,26.723000000000003,30.44633333333333,23.904,86.05633333333334,99.85933333333332,1.09,April,2003-04-01
2003,5,186.29,26.385161290322582,30.135483870967743,23.623548387096776,87.28096774193548,99.97548387096774,1.1641935483870967,May,2003-05-01
2003,6,220.63,24.60533333333333,27.705666666666666,22.29866666666667,91.492,100.08833333333334,1.2173333333333334,June,2003-06-01
2003,7,84.7,24.08451612903226,27.976774193548387,21.131290322580643,88.68548387096774,100.22193548387096,1.312258064516129,July,2003-07-01
2003,8,43.33,24.596451612903227,29.47483870967742,21.04516129032258,82.62193548387097,100.20161290322581,1.5387096774193547,August,2003-08-01
2003,9,103.9,25.754,30.894333333333336,22.189666666666664,80.83200000000001,100.11333333333333,1.308,September,2003-09-01
2003,10,331.7,25.488387096774193,29.05548387096774,22.969677419354838,89.67677419354838,99.94129032258064,1.0132258064516129,October,2003-10-01
2003,11,190.73000000000002,25.488666666666667,29.002666666666666,22.83,89.91533333333334,99.89666666666668,0.831,November,2003-11-01
2003,12,22.64,25.279032258064515,29.059354838709677,22.02,85.38774193548387,99.93774193548387,0.7890322580645162,December,2003-12-01
2004,1,51.88,26.23483870967742,30.840645161290322,22.60451612903226,82.98935483870967,99.82451612903226,0.8241935483870968,January,2004-01-01
2004,2,42.519999999999996,26.772068965517242,31.451034482758622,23.17,79.23,99.87344827586206,0.9317241379310345,February,2004-02-01
2004,3,138.76,27.016129032258064,31.440322580645162,23.70451612903226,81.05290322580645,99.7958064516129,1.03,March,2004-03-01
